release,pilot_id,sentence_id,source_sha256,sample_role,selection_stratum,source_name,up_votes,down_votes,token_count,primary_order,reviewer_order,selection_seed,algorithm_version
cv-corpus-26.0-2026-06-12,PILOT-0170,d9028b405768c4637a8871102d28d25e952df96fd5a734957dcd36ad6ee47747,a117bc99b9bbf94833c6825ee11f8b02c17786bf10e7c34881c563ccb218307d,pilot_development_only,natural_random,*.gov.za,0,0,7,3,25,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0171,d97d9fa7ea571b120c5bbe3201f05bbccd71380ab778dc25baf09fa6b4ab027c,57d97b06ceda9a60e8b3db0009f849314b4800133d190fdc3d47f1f3c08b3695,pilot_development_only,natural_random,*.gov.za,0,0,14,145,146,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0172,db9bd52ee87fa2d8d0892be008019345bdf21f0a96c7c91cf639bbdbe7820be4,7007d5395603c5477025f0b459bfc75fecf477f396d94868dae0ac737a99ff64,pilot_development_only,natural_random,*.gov.za,1,0,10,128,157,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0173,dc594bac3aa009e801766eaa87a1b2108aa9a9ed0676cea8725cca444a5e7047,a99d53d22ea7a1294857f93954485e79474e7296114837553e7d7446d53180e7,pilot_development_only,natural_random,*.gov.za,1,0,11,22,31,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0174,dd311ddf5c7b88e116ae962f3c7af7c0340e531af92d76504e6752523634dc64,bb29778f8430c21d4a24ec639c31dee889fecd67f90493915e58d0033f7d0ee9,pilot_development_only,natural_random,*.gov.za,0,0,10,154,113,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0175,de58f0e3b5e132559f05cef532b790043903f2993f10a5c42f008179c4aecaa6,c6b227b3d179062286bbcedc15a9dd051ec0a20067946bf3706eeabc386366d1,pilot_development_only,natural_random,*.gov.za,0,0,14,68,94,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0176,df8a309e40108cfa73c7a2f2271262dd735ac03a4089eb70a132c25305d64cc5,4161a18633bb603a0d654ed532371e41e0472b46b6d9d3ed6130eaa05aad0622,pilot_development_only,coverage_non_gov_source,Sentences attained from African WordNet.,0,0,9,53,88,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0177,e497c75088d1e0202697fad0dceaedbc93de4fae4ae96463c0e169c41f5b370f,86a09e82e04c030d6645372339c2a9b80af5bbaad39d2950e9743fe044c3549b,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,186,129,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0178,e8ca59e4ee26b8299bb0c01ca24c8e78b2f278d1ab28345520a83155678f2aa2,9fd9c5bc4a3141f129e00004bc1a18671c72e72034b869df05b6caf228bef5e9,pilot_development_only,natural_random,*.gov.za,0,0,10,123,188,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0179,e97f3cdba99f58aca5ccb4574c6c61e8220b3d33f368e8ca6c7604d16d894a96,dbb55d96d6261a74a4aacfe43c9569d1d07eb8e0bac7ca5f38ddd47dd04aa01d,pilot_development_only,natural_random,*.gov.za,0,0,14,126,178,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0180,ea1add99620923b4525a0ba9384f319e3a188e3f8314182eabaa7d3f3b7edc2c,71a9d423bd50d0f4175dda5f945bc6a2cdcc9fb9cb024f5c97711bce6583bd7c,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,133,155,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0181,ea5e28beaf87163c1c5ece1eab6832d71c4382076521eb5fb2e1972f26664c47,1c6e4023192013c342a0a3da86add0fc32a458038cb4311ca27030fcad1a9a41,pilot_development_only,natural_random,*.gov.za,1,0,8,43,47,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0182,ec4cf425fd7128d244c0735b71447995a5812eb1c8906c529b19474b5b575f8a,6e3747b2003d0512d146314dd4412f0a0a551faf1b429ec2d529e862855c7ab3,pilot_development_only,natural_random,*.gov.za,1,0,9,76,134,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0183,ec5a4373c8e47598dcf7d8b59fbf7643b8555c7ea75cc4b4f2c903d91771298e,eceee8c46311482608381344d57cc130a9b2e6d9a6f2b61b034f18a855edb933,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,2,38,100,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0184,ed4faf8205c9354fcac23c8a045d78c1976c1719ed946b5892f49a8bb4799594,6c80940fad5e83808b563f7c758eab5ec9c250e73248eb70b34cf459da517b97,pilot_development_only,natural_random,*.gov.za,1,0,8,77,148,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0185,eefdad369c753bb41a9dccc28ded235c1aebf9b350656ee29ef9b7907f7a752f,c4a875c87220dae6082ac05a520750694edb062f6962d4992e617ce55704d793,pilot_development_only,natural_random,*.gov.za,0,0,10,184,132,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0186,f04d6ac01bf61706efad83d6b7a83bb0e3769ec1237dd6e852801e7b6e991424,785d39678a0c2b6f298c6ece0616d3781b10616c4888c8141479874680d4b5e6,pilot_development_only,natural_random,*.gov.za,1,0,12,37,61,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0187,f22d2df1aa63663850548f90efed3bf6d4c8e411c4411cdc6065428d52666662,07bb6f9227ebc9e3f3aa042f876a5f8e3e884c9a5719f7fb2b112744b67894f5,pilot_development_only,coverage_downvoted,*.gov.za,1,1,6,46,37,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0188,f264e8ace1eaa95b709099e9d5b18a4264ca9456a795e864ab4c04791be13821,0ebb8f6e5cc9c846ce816dc13d25748b28cfb4631573b33fdfe3c4b40c8a8c7e,pilot_development_only,natural_random,*.gov.za,0,0,12,158,53,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0189,f3ae2e8524f737b0fd5b44553e8eb4bcb8ad311732a6ca6e6fdad2e679a9ca50,a0bef077148f219a4969ac9b3ca40c7caeb1d77985c81213ff199259c5970062,pilot_development_only,natural_random,*.gov.za,0,0,7,35,46,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0190,f3d3860982e716ea544b5a5434593e086c2771d249ba9db784113f45f0e05704,611d619ddbeab108bb41b7dfa9251274652cf03ffab73c84aeadcb7087d24812,pilot_development_only,natural_random,*.gov.za,0,0,11,56,91,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0191,f70f4c36f65c2f34f09404f50e48d28afabf2924259fe350c6eff7d2fdf7acdc,b06c1c5f5d85ed807c47aa34ec8056626cd7eee6a49d3aad045d1ff7a2d16a12,pilot_development_only,natural_random,*.gov.za,0,0,12,74,24,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0192,f72101491790d74a69bfb26feabf78c2bf103a6099818ebb5301824b77998750,f69dec227f413ec53bbb53f54d4f2829be2012c392f850da5888deaaf2c72974,pilot_development_only,natural_random,*.gov.za,0,0,10,82,194,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0193,f893c82964eed0026cf97f7b2ddb1790fd08bda68bb1a665abddf753c98c1c9f,45b6ed40a1d7c52aee59fbb4a652bfbde08a8d66a2cdec2eb6bd55ecf5f0f0f1,pilot_development_only,natural_random,*.gov.za,1,0,10,13,195,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0194,fa71784f29c755971685c5551e892f530e9a697f2136e7b398d3b4c78fbe5972,b95340c6c037c22a165f470ed36b02f6235698b7ba9f0ec015badd2f432181ff,pilot_development_only,natural_random,*.gov.za,0,0,9,93,45,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0195,fac672e41940f5605f427b111527361128b47f47b99e01f5d8a0c09652c0c555,f760f1e1907c5d18ceb6df534cdf42963e295664028c84df6afb67cf1a8817a0,pilot_development_only,natural_random,Sentences attained from African WordNet.,0,0,10,32,174,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0196,fbd500d3e7ffcb62af8a829f064ba975b7de79335e5f2e4e21a3ddab63f3d6e5,9495a5400f75686754eb2f18245a008cd7ec2bc7a1e10e4f672a7147caadeeae,pilot_development_only,natural_random,*.gov.za,0,0,11,30,196,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0197,fc837cc5873ddabcff35ce4a1df8aee280cb25fba89b025345e2eb5029ca424a,6a6bbd015bf06473a160805671d61fbf503a7277482ac56bbd08194316e2a142,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,1,178,167,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0198,fd5f359cc62cff1ee8a7a47c34a0a31628c706688c90722fb43becef18d785d0,1131ba1f18b1d2d28df4542e6746bc2dfe806883605a4651b6b587098a15f128,pilot_development_only,natural_random,*.gov.za,0,0,13,167,142,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0199,fd998897511f0703be5c82a768d9bf3f8887a3343b3240db5ae6585c58b12b8d,959e3534dd1e075fbe05cc5682de165edd8a786044c20607e790eb83c29a435c,pilot_development_only,natural_random,*.gov.za,0,0,13,26,189,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0200,fee66bd2500beffa8573b1089863048cc885bc9271a3c1c710cae34971c49830,3ec0e79e2908e60ba680472e284b6e8a560cf4ee7bd7084684221b6df7f50a71,pilot_development_only,natural_random,*.gov.za,0,0,13,137,190,42,pilot_v1_natural150_coverage50
